title,published_date,position,video_id,duration,view_count,like_count,comment_count
Cambiando EUROS a PESETAS con LALACHUS,2021-06-23T10:45:03Z,190,KyYH-jrwIg4,0:13:50,15742,455,10
La noche de AMOR de BÁRBARA REY y CHELO GARCÍA-CORTÉS,2021-06-22T10:15:01Z,191,Uz5aYkFTalk,0:13:30,26022,689,25
UNA NOCHE DE AMOR con CHELO GARCÍA-CORTÉS | Estirando el chicle 3x18,2021-06-20T11:00:11Z,192,UOANdUNbDJw,1:01:19,322373,14117,688
Las mayores IRRESPONSABILIDADES que hemos cometido,2021-06-18T09:30:02Z,193,D9uRvw7bhfI,0:10:39,8697,202,13
Hablamos de MADURAR con TONI ACOSTA,2021-06-17T10:30:08Z,194,Mm6jPhI2sLg,0:12:11,5884,181,10
Los PADRES y los ABUELOS también tienen DESEO,2021-06-16T11:45:01Z,195,rk3ZM2P1YUo,0:08:41,8314,185,10
TONI ACOSTA no se arrepiente de NADA,2021-06-15T11:15:02Z,196,cTmVEX5ZQ3M,0:13:19,8345,227,4
Estar SOLTERA no es ESTAR SOLA,2021-06-14T13:15:01Z,197,mwVZXIB0oWs,0:13:47,53028,1084,45
LA BELLEZA ES SUBJETIVA PARA LAS GUAPAS con TONI ACOSTA | Estirando el chicle 3x17,2021-06-13T11:00:12Z,198,TVbJvMH2hF0,1:07:33,407411,11648,430
Miedos con la REGLA y SÍNDROME PREMENSTRUAL,2021-06-11T10:30:00Z,199,6eHivMJmpVs,0:11:08,19977,539,23
El ESTIGMA de la MENSTRUACIÓN,2021-06-10T11:15:03Z,200,tNUAQs6nJ3c,0:08:37,8151,253,2
ANÉCDOTAS de REGLA con HENAR ÁLVAREZ,2021-06-09T12:08:28Z,201,zZfrS024kPw,0:19:57,120810,2878,61
La PRIMERA VEZ que nos vino LA REGLA,2021-06-08T12:45:01Z,202,JBryxSo320I,0:08:29,42175,1099,19
MANCHURRÓN EN EL PANTALÓN | Estirando el chicle 3x16,2021-06-06T11:00:11Z,203,ELP8UAPZhK8,1:00:31,329766,10942,753
Gestionando la ENEMISTAD con NAGORE ROBLES,2021-06-04T10:15:04Z,204,tB7dXmf4V9M,0:16:57,11217,252,2
AMIGOS que dejan de serlo con NAGORE ROBLES,2021-06-03T10:45:01Z,205,NSW06R-cB8k,0:08:19,9141,235,16
El ROAST de NAGORE ROBLES a VICTORIA MARTIN,2021-06-02T10:00:21Z,206,p56u3tCaUUM,0:09:13,18765,443,20
PELEA FÍSICA con NAGORE ROBLES,2021-06-01T11:00:08Z,207,C5i5jx_lQDc,0:10:33,10625,252,19
C4GAR EN LA PLAYA con NAGORE ROBLES | Estirando el chicle 3x15,2021-05-30T11:00:33Z,208,A16pAfv39TE,0:56:18,364153,10965,287
La TOXICIDAD de la industria de la TELE,2021-05-28T13:00:20Z,209,pajypAJavII,0:11:52,7895,220,12
Gestionando LAS CRÍTICAS y el DESPRECIO,2021-05-25T15:00:20Z,210,oEqOuYDNDSs,0:12:08,8410,246,22
Empezando a trabajar EN REDES SOCIALES,2021-05-24T17:18:28Z,211,bQYeBPhbuwI,0:11:30,4396,121,8
CAVIAR DE PEPE con GAKIAN | Estirando el chicle 3x14,2021-05-23T11:00:12Z,212,EFFZ7r3PxvI,0:57:36,218797,8365,359
¿Conciliación familiar y laboral? Eso NO EXISTE,2021-05-21T13:00:05Z,213,Dcx6Gm9UTCo,0:11:30,4629,136,9
DEJAD de hablar de MI CUERPO con TANIA LLASERA,2021-05-20T15:00:21Z,214,tDD_V40-asc,0:06:53,6442,192,4
El pelo de TANIA LLASERA y las BOLLERITAS de Twitter,2021-05-19T15:00:32Z,215,rzzJC6zwh04,0:08:15,9432,193,8
REQUISITOS para trabajar en la TELE,2021-05-18T15:00:07Z,216,JrKUd_WmD7E,0:12:23,6240,171,1
TRASTADAS que hicimos de pequeñas,2021-05-17T14:57:35Z,217,ICElC2aC6Lk,0:10:10,8420,227,7
CONCILIACIÓN con TANIA LLASERA | Estirando el chicle 3x13,2021-05-16T11:00:14Z,218,ERAUPvdjxhI,1:08:00,292311,9194,402
Abriendo melones MUY NECESARIOS con Inés Hernand,2021-05-13T15:00:17Z,219,hX0eoSUlaLQ,0:09:08,19072,550,11
Hablamos con Inés Hernand de Fetiches que SÍ y cosas que NO,2021-05-12T15:00:30Z,220,h96s2CAtrxc,0:15:41,39783,1003,33
La pésima EDUCACIÓN SEXUAL que recibimos en el INSTITUTO con Inés Hernand,2021-05-11T15:00:07Z,221,IkkjquNSI44,0:12:32,23961,759,19
La PRIMERA VEZ que te llamaron WARRA con Inés Hernand,2021-05-10T15:05:39Z,222,fUhYwc7VYVA,0:10:57,35076,1012,29
SER UNA WARRA con INÉS HERNAND | Estirando el chicle 3x12,2021-05-09T11:00:15Z,223,fBrT71KrM7w,1:00:45,736016,24791,1080
FANS que se pasan TRES PUEBLOS,2021-05-07T13:00:01Z,224,1q1bBxYzeRA,0:08:51,10154,266,5
La VIDA después del FINAL DE LOS SERRANO,2021-05-06T16:03:26Z,225,soCyxEEGf1Y,0:11:45,54510,1080,22
El PRIMER BESO de Sara que vio TODA ESPAÑA,2021-05-05T15:00:33Z,226,oaRzO_0mHVM,0:09:56,51420,1013,13
Ser YOLI de LOS SERRANO,2021-05-04T13:00:21Z,227,wnZKMMiGVcU,0:12:20,260285,4543,125
TODAS SOMOS YOLI DE LOS SERRANO con SARA BRASAL | Estirando el chicle 3x11,2021-05-02T11:00:14Z,228,-fU_f8RH8r8,1:03:36,271505,7899,252
La LECTURA OBLIGATORIA es una M**RDA,2021-04-30T14:00:01Z,229,0FRhj5_bHAo,0:09:38,5515,151,9
Elvira Sastre SE DECLARÓ a SU PROFESORA,2021-04-29T15:00:34Z,230,ydK6Up3Sn9M,0:10:43,10508,280,8
RECUERDA QUE NO ERES NADIE,2021-04-28T13:00:05Z,231,BoPOHPBYmcY,0:13:54,7451,184,6
Cómo gestionados la ANSIEDAD,2021-04-27T13:45:02Z,232,Zb5Mk-lP9i4,0:12:30,6392,198,3
CASTIGARSE DEMASIADO,2021-04-26T13:00:11Z,233,JsQHIt0BIbw,0:09:47,3503,109,6
MONETIZAR LAS LÁGRIMAS con ELVIRA SASTRE | Estirando el chicle 3x10,2021-04-25T11:00:15Z,234,xgiub7N2q8c,1:09:27,237713,7060,268
Los DRAMAS de la CONVIVENCIA con MIMI XXL,2021-04-22T15:00:20Z,235,xKkyAbN8VfE,0:15:55,16743,380,11
La INCREÍBLE historia de la compañera de MIMI XXL,2021-04-21T13:00:30Z,236,cKc-OSxfbTQ,0:08:09,26726,466,10
Cosas ABSURDAS que pasan cuando COMPARTES PISO con Mimi XXL,2021-04-20T15:00:28Z,237,hGP9NovcX9A,0:09:49,9532,241,1
La PRIMERA VEZ que te INDEPENDIZAS con Mimi XXL,2021-04-19T13:00:07Z,238,A66QaE-Bh9U,0:08:58,6530,187,6
BRAGAS EN EL PASILLO con MIMI XXL | Estirando el chicle 3x09,2021-04-18T11:00:15Z,239,9uMSZ-OgiW8,0:58:20,293208,11123,413
VOMITAR DENTRO de la CAMA con Rigoberta Bandini,2021-04-15T15:00:04Z,240,6uq-mSM8AM4,0:11:25,5270,135,3
LIGOTEOS de FIESTA en Orihuela con Rigoberta Bandini,2021-04-14T13:00:27Z,241,j0UAdR3yzzU,0:10:13,15591,259,10
Las ANÉCDOTAS de FIESTA más LOCAS,2021-04-13T15:00:13Z,242,YGGE_F976x0,0:13:26,10542,219,5
La ÚLTIMA FIESTA que hemos vivido,2021-04-12T13:00:22Z,243,sAG0ZaqhDog,0:10:24,6073,125,3
SALIR DE FIESTA con RIGOBERTA BANDINI | Estirando el chicle 3x08,2021-04-11T11:00:15Z,244,bNcB2Tk4jXo,0:58:11,414901,9201,292
Hay que LAVARSE BIEN el CULO,2021-04-01T11:00:10Z,245,RwAiZ7czYAo,0:07:03,57890,768,22
Lala Chus es una P*** DIOSA | Estirando el chicle,2021-03-30T14:45:06Z,246,syj92QpeVAo,0:23:38,54629,1202,35
OBSESIÓN por la COMIDA SANA,2021-03-29T13:00:12Z,247,mEExawOWbuQ,0:09:36,9441,273,18
SENTIRSE BIEN | Estirando el chicle 3x07,2021-03-28T11:00:16Z,248,3OavIEC_-VQ,0:55:39,259524,7193,384
Amarna Miller es MUY ESTRICTA con sus AMISTADES,2021-03-26T12:00:14Z,249,vd9T4RVFTrk,0:10:13,9753,227,5
CELOS y PAREJAS NO MONÓGAMAS,2021-03-25T12:00:14Z,250,o4nC2Hdwcvs,0:16:04,16859,388,46
¿Se puede CONTROLAR el TEMPERAMENTO? con Amarna Miller,2021-03-24T12:01:20Z,251,-CzXWeLRbjg,0:13:16,6839,173,5
¿Te tiras PEDOS delante de tu PAREJA?,2021-03-23T12:00:04Z,252,4BwzN6V5dcc,0:08:05,20101,335,19
MEAR CON LA PUERTA ABIERTA con Amarna Miller | Estirando el chicle 3x06,2021-03-21T12:00:16Z,253,DU1cx9_vPG8,1:10:30,297368,9493,578
Sus PEORES CASTINGS,2021-03-19T12:00:07Z,254,Gc_J4f_nB4E,0:08:32,8785,217,8
Paula Usero y Carol Rovira RESPONDEN,2021-03-18T12:00:07Z,255,GjCtthjj0Nk,0:17:16,21565,571,14
El INCREÍBLE primer BLANCAZO de Carol Rovira,2021-03-17T12:00:31Z,256,q2m9vdAq1IY,0:09:37,19243,505,21
¡¡¡Paula Usero SE QUITA LAS BRAGAS en plena entrevista!!!,2021-03-16T12:00:10Z,257,ZHMTHN8BREM,0:06:56,134093,1429,81
Los primeros trabajos de Paula Usero y Carol Rovira,2021-03-15T12:00:05Z,258,EUxsPkmpydo,0:07:36,8718,317,15
EL ÉXITO con PAULA USERO y CAROL ROVIRA | Estirando el chicle 3x05,2021-03-14T12:00:15Z,259,1kFBX2pQAyU,1:00:44,312587,10406,544
MIEDO a QUEDARSE SOLA,2021-03-12T12:00:19Z,260,RAS7SRC2Ib0,0:03:21,7197,195,5
La MISTERIOSA HISTORIA del perro que se despidió ANTES DE MORIR,2021-03-11T12:00:03Z,261,7Sl37qCcxlo,0:10:01,11325,316,6
INCREÍBLE HISTORIA DE TERROR de la infancia de Victoria Martín,2021-03-10T12:00:12Z,262,KY9drteIfYs,0:08:08,50196,1181,24
La TERRORÍFICA HISTORIA del LOCO SIN PIERNAS,2021-03-09T12:00:07Z,263,Rxw2WeFC_II,0:08:54,9431,301,16
La HISTORIA de TERROR de LALA CHUS,2021-03-08T12:00:15Z,264,vnPhu4B7eLk,0:18:09,43503,1063,25
CAGARSE de MIEDO | Estirando el chicle 3x04,2021-03-07T12:00:14Z,265,Ra5JAAVjDfc,0:53:41,246843,7527,382
De sufrir BULLYING a ser POPULAR,2021-03-06T12:00:14Z,266,O8RSgdMZu-c,0:12:51,9377,239,5
FLIPANDO con la anécdota del BESO de Victoria Martín,2021-03-05T12:00:25Z,267,lEzEmE9ReHg,0:06:16,21577,541,8
¿Se puede hacer COMEDIA de temas SERIOS?,2021-03-04T12:00:01Z,268,aq7tl58T0Ao,0:08:15,3753,107,4
STOP MR WONDERFUL,2021-03-03T12:00:12Z,269,KBup1vozHtI,0:12:29,10452,312,10
RELACIONES TÓXICAS,2021-03-02T12:00:01Z,270,46YlPV3vEZo,0:09:08,14165,364,14
¿Deberían DEJAR de USARSE los FILTROS de Instagram?,2021-03-01T12:00:06Z,271,LKKTH5Lc5pw,0:08:32,8600,206,6
LOCURAS POR AMOR con SUSANA ABAITUA | Estirando el chicle 3x03,2021-02-28T11:49:13Z,272,Ut9n2HkGT20,1:02:16,268091,8611,421
¿El FÍSICO es IMPORTANTE para que una MUJER TRIUNFE?,2021-02-26T12:00:10Z,273,ZdjzwGCaH_8,0:11:36,16603,480,17
¿Qué pasó con el programa LAS QUE FALTABAN?,2021-02-25T12:00:13Z,274,EyjJpmntVUw,0:12:31,28604,617,13
Ana Morgade elige entre DINERO y PLACER,2021-02-24T12:00:30Z,275,hJs6kE5ELCE,0:13:04,13411,356,7
Ana Morgade habla de la POLÉMICA BAJA de PATERNIDAD,2021-02-23T12:00:32Z,276,t2fBPf42dZw,0:05:21,10055,268,28
"Ana Morgade, Victoria Martín y Carolina Iglesias cuentan sus PEORES MOMENTOS",2021-02-22T12:00:09Z,277,YTWSdZxNwRA,0:08:37,18017,387,17
REFERENTES con ANA MORGADE | Estirando el chicle 3x02,2021-02-21T12:00:16Z,278,cGF_gVe3i3s,0:57:19,427900,13696,644
TODAS las MUJERES SE TOCAN,2021-02-19T12:00:04Z,279,COCxVK-0c5I,0:12:03,69369,1113,31
Lo ÚNICO que quiero ser es LA ESTRELLA,2021-02-18T12:00:14Z,280,pkBfk1OY5KE,0:10:39,18026,417,11
Descarado ODIO al COLECTIVO,2021-02-17T12:00:09Z,281,D-1RYpaYGH4,0:08:21,22955,579,27
COMER por ANSIEDAD,2021-02-16T12:00:13Z,282,mFe6E0omXvk,0:05:28,12949,259,14
"""Mi abuela tuvo que coserme una falda más grande"" (Victoria Martín).",2021-02-15T12:00:25Z,283,eli5D51mP64,0:08:33,22594,473,6
Meterse la MANO en el PEPE | Estirando el chicle 3x01,2021-02-14T12:00:13Z,284,ncjsy3yMfvs,0:51:53,358368,8471,367
La BISEXUALIDAD no EXISTE,2021-02-11T10:00:22Z,285,cVnzHV1_Cmo,0:10:07,46485,1398,71
FANS que son un poco CABR*NCETES,2021-02-10T12:00:14Z,286,vYGKc7mB9ws,0:13:42,25279,779,24
NO TE COMPARES con BRITNEY SPEARS,2021-02-09T12:00:08Z,287,Sbe2i_-C6Z8,0:11:54,22621,589,24
PROTÉGETE de las ETS,2021-02-08T12:00:09Z,288,VKL9nIPmTvA,0:08:32,17541,520,18
Coleccionar ANSIEDAD como si fuesen POKEMON,2021-02-07T12:00:09Z,289,dFO9eONAbTw,0:12:07,27966,891,42
🌟¡¡VUELVE ESTIRANDO EL CHICLE!!🌟 (TEMPORADA 3),2021-02-05T12:05:03Z,290,iFesMs6lQpQ,0:01:11,64957,2646,155
RAPHAEL y otras SUSTANCIAS,2021-02-04T12:00:06Z,291,LG8_U2pGpG4,0:11:22,15151,478,21
Los hoteles MÁS CUTRES del MUNDO,2021-02-03T12:00:03Z,292,47WAeOELKUU,0:11:11,24830,775,28
¿Qué le pasó a Carolina Iglesias con Blanca Suárez?,2021-02-02T12:00:18Z,293,WfXYVNAVEAw,0:11:35,214650,2506,34
Los CONSEJOS de BELLEZA de Princesita Coñiti,2021-01-31T12:00:08Z,294,XvgGBjbhg6Q,0:08:08,24529,985,54
Envejecer pintando VAYAINAS,2021-01-28T12:00:04Z,295,4aGYVwdPbtc,0:08:54,19736,527,20
Mi abuelo QUITA a BALTASAR del Belén,2021-01-27T12:00:13Z,296,get0VGwHQVM,0:09:03,23010,543,10
¿Adriana Torrebejano se OPERARÍA el lunar?,2021-01-26T12:00:31Z,297,zD-UCXrFBaw,0:09:03,16382,272,12
La primera vez que le LATIÓ la PEPITILLA a Victoria Martín,2021-01-24T12:00:17Z,298,OXwXYVXNahA,0:08:35,218149,3236,111
Aguantando comentarios MACHIRULOS en el trabajo.,2021-01-21T12:00:15Z,299,yeb-3SzxO1E,0:09:09,36254,1200,84
Que TRABAJEN las MUJERES,2021-01-20T12:00:17Z,300,RtN1HVRQPSw,0:11:51,13723,428,16
"FLIPANDO con los COMPLEJOS de Victoria Martín, Carolina Iglesias y Adriana Torrebejano",2021-01-19T12:00:26Z,301,jcG7ncyMrRY,0:08:31,17383,365,22
Las MEJORES SERIES de la HISTORIA | Estirando el chicle (Especial CIP),2021-01-17T12:00:32Z,302,iCzQ60Av8hs,1:04:39,203524,4647,318
El PRIMER AMOR de Carolina Iglesias y Victoria Martín,2021-01-14T12:00:13Z,303,H5LkwoY5398,0:12:59,60249,1381,69
En los JUEGOS de BEBER todo el mundo MIENTE,2021-01-13T12:00:16Z,304,HetJdZk3qpA,0:04:24,18285,674,42
La MANIPULADORA publicidad y películas de Navidad,2021-01-08T12:00:31Z,305,oS0SCgDKmEU,0:08:05,16045,491,23
RAZONES PARA ODIAR | Estirando el chicle 2x12,2021-01-03T12:00:11Z,306,80ooNRQVl-4,1:05:21,193281,5779,756
"Carolina Iglesias, Victoria Martín, Susi y Nacho dan LAS CAMPANADAS",2020-12-31T14:22:22Z,307,sAjYlUbXBv4,0:12:04,20059,648,24
ESPECIAL CAMPANADAS | Estirando el chicle 2x11,2020-12-27T12:00:13Z,308,fG_I9fWU05k,0:45:54,132823,5729,273
¿Las MUJERES se COMPARAN entre ellas?,2020-12-23T12:00:08Z,309,AP62c2Fkjzg,0:10:25,12996,384,16
¿Adriana Torrebejano es LESBIANA?,2020-12-22T12:00:11Z,310,ZMwa7d97lRk,0:08:40,269502,3644,139
¿Es importante tener SEGUIDORES para ser ACTRIZ?,2020-12-21T12:00:09Z,311,CsAyjOJFLFk,0:12:38,8367,271,12
COMPLEJOS con ADRIANA TORREBEJANO | Estirando el chicle 2x10,2020-12-20T12:00:12Z,312,KDgR3xQVPc4,1:11:01,432183,13269,677
Belén Aguilera y Lola Índigo explican La Tirita en Estirando el chicle,2020-12-19T12:00:08Z,313,YkdCwOVJlNc,0:08:16,15795,320,6
¿Se puede ROMPER BIEN una relación? Con Lola Índigo y Belén Aguilera,2020-12-18T12:00:13Z,314,pv3nAoOt2Sg,0:06:05,6497,219,9
ANÉCDOTAS BRUTALES de Lola Índigo y Belén Aguilera,2020-12-17T12:00:24Z,315,nuBDXejy_sQ,0:06:11,12901,355,3
¿Prefieres que te dejen por un tío o por una tía? Con Lola Índigo y Belén Aguilera,2020-12-16T12:00:30Z,316,_arcYIbFNew,0:10:03,41383,859,32
La ROPA INTERIOR de Lola Índigo y Belén Aguilera,2020-12-15T12:00:15Z,317,LIQ1-csCaG4,0:05:04,54274,352,7
¿FRACASAR es APRENDER? con Lola Indigo y Belén Aguilera,2020-12-14T12:00:16Z,318,Rb4mx1kpbV0,0:13:04,8403,282,7
RUPTURAS con LOLA ÍNDIGO y BELÉN AGUILERA | Estirando el chicle 2x09,2020-12-13T12:00:11Z,319,b3MIrO-1_Hc,0:53:27,349710,12275,797
Los RICOS NO NECESITAN tener PERSONALIDAD - Estirando el chicle,2020-12-11T12:00:03Z,320,CDtbt01VnVY,0:05:55,9281,334,13
INFLUENCERS y MARCAS ¿A favor o en contra? - Estirando el chicle,2020-12-10T12:00:14Z,321,jCfJ0tlOAXk,0:08:26,10818,313,8
¿CUÁNTO DINERO tiene Victoria Martín? - Estirando el chicle,2020-12-09T12:00:03Z,322,AD5yAro-R5Q,0:06:02,57538,1152,12
¿El DINERO da la FELICIDAD? - Estirando el chicle,2020-12-08T12:00:14Z,323,KNNpItfndiQ,0:10:31,10173,284,10
EXCENTRICIDADES de FAMOSOS - Estirando el chicle,2020-12-07T12:00:02Z,324,9ZNK4JhXKhU,0:10:03,18593,505,16
HABER NACIDO RICO | Estirando el chicle 2x08,2020-12-06T12:00:10Z,325,4HU3DsanMfg,0:52:52,230279,8235,332
Madres que ABANDONAN y abuelas que RENIEGAN - Estirando el chicle,2020-12-05T11:00:26Z,326,SzxhZBfx8mU,0:12:47,34068,848,11
Victoria Martín DE PEQUEÑA - Estirando el Chicle,2020-12-04T12:00:11Z,327,GDlnZtElOxc,0:08:58,31989,660,5
BESOS con LENGUA entre ABUELOS,2020-12-03T12:00:01Z,328,4dUliZuXiks,0:07:12,4727,158,5
La COMUNIÓN de LALA CHUS | Estirando el chicle,2020-12-02T12:00:04Z,329,LqN0Ypv7z_I,0:04:26,8914,245,2
MADRES INFLUENCERS | Estirando el chicle,2020-12-01T12:00:07Z,330,Cuzt6F892hU,0:08:46,88773,1454,38
Lala Chus interpreta a Lydia Lozano con LOS JAVIS | Estirando el chicle,2020-11-30T12:00:27Z,331,oLEtjNrJHDg,0:06:34,16528,372,6
LA FAMILIA con LALA CHUS | Estirando el chicle 2x07,2020-11-29T12:00:11Z,332,G0MVKC4z5F8,0:54:11,301417,8341,342
TRAICIONADAS - Estirando el chicle,2020-11-27T12:00:26Z,333,Zwq6Wkrn26Y,0:10:39,30271,822,53
Una amiga mala como un bicho y un novio BUENO DE VERDAD - Estirando el chicle,2020-11-26T12:00:09Z,334,_W7PASi19Tg,0:09:31,48765,957,31
La INCREÍBLE INFIDELIDAD de la amiga de Victoria - Estirando el chicle,2020-11-25T12:00:06Z,335,OPecpZOmgas,0:10:25,150459,3522,124
Carolina Iglesias tenía MIEDO a los REYES MAGOS - Estirando el chicle,2020-11-24T12:00:08Z,336,S9HS9jOR3rM,0:10:20,6555,243,6
Victoria Martín  “me alegré cuando se fue Michael Jackson” - Estirando el chicle,2020-11-23T12:00:06Z,337,Mx3_o7XVnH0,0:09:24,11069,375,37
MENTIRA Y TRAICIÓN | Estirando el chicle 2x06,2020-11-22T12:00:13Z,338,i8HHXh5Vl6c,1:03:12,297467,11179,541
LAS COSAS A LA CARA - Estirando el chicle,2020-11-19T10:00:10Z,339,nTzinFfi4wM,0:06:25,9020,286,5
La MAYOR traición - Estirando el chicle,2020-11-18T10:00:03Z,340,DVxl-pTQhxY,0:11:20,12181,296,14
AMIGOS por INTERÉS - Estirando el chicle,2020-11-17T10:00:05Z,341,PtnlFdg5k6A,0:11:16,20493,504,28
¿Se puede ser amigos entre hombres y mujeres? - Estirando el chicle,2020-11-16T10:00:10Z,342,UMaP_jn02_E,0:11:52,24457,592,24
LA AMISTAD con IGGY RUBÍN | Estirando el chicle 2x05,2020-11-15T12:00:12Z,343,t1XKPQIXI-8,0:51:22,272256,7527,698
La romantización de la tristeza - Estirando el chicle,2020-11-13T10:00:10Z,344,fE7tC7gmyzQ,0:08:10,15138,478,16
Formas de AFRONTAR la TRISTEZA - Estirando el chicle,2020-11-12T10:00:15Z,345,wwTm5N_LKj0,0:08:39,8548,297,12
Victoria Martín y Carolina Iglesias cuentan su PEOR MOMENTO - Estirando el chicle,2020-11-11T10:00:11Z,346,vW27HtIhmq4,0:11:34,64722,1499,42
LA PANDEMIA ES UNA MOVIDA - Estirando el chicle,2020-11-10T10:00:10Z,347,z30ddbKa63E,0:12:45,21923,648,15
En qué se parecen Victoria Martín y Marisol - Estirando el chicle,2020-11-09T10:00:04Z,348,LzyJRa-xJ2s,0:05:00,10737,383,10
ESTAR MAL NO ES SER DÉBIL | Estirando el chicle 2x04,2020-11-08T12:00:12Z,349,5a4g-8oum18,1:00:10,221977,6956,376
Un señor viejo te ha intentado tocar la colita cuando querías cantar - Estirando el chicle,2020-11-07T10:00:02Z,350,ArXibUizcsI,0:05:03,5690,224,29
"Qué hacer para no pasar de moda, por Andrea Compton - Estirando el chicle",2020-11-06T10:00:02Z,351,A4JohBzq0HQ,0:10:34,5093,154,2
"""Bragas de gorda"", con Andrea Compton - Estirando el chicle",2020-11-05T19:00:02Z,352,GXoFsxtyk2k,0:02:02,6637,236,6
"La gente QUIERE ver DIVERSIDAD, con Andrea Compton - Estirando el chicle",2020-11-05T10:00:20Z,353,pb3ZEJviUUs,0:10:10,8524,328,21
"Andrea Compton, Victoria Martín y Carolina Iglesias dentro de diez años - Estirando el chicle",2020-11-04T10:00:18Z,354,mJChizKm35g,0:09:24,14352,533,13
Así empezó Andrea Compton en YouTube - Estirando el chicle,2020-11-03T10:00:07Z,355,dmCr0mGLFLs,0:06:07,7267,216,4
"Lo que se gana en YouTube es una VERGÜENZA, con Andrea Compton - Estirando el chicle",2020-11-02T10:00:01Z,356,4BTF3SA_aj0,0:06:28,32552,965,27
CREADORAS con ANDREA COMPTON | Estirando el chicle 2x03,2020-11-01T12:00:20Z,357,L6pTebTuEcg,1:01:23,398895,11291,448
"Tipos de MADRES y MATERNIDAD SUBROGADA, con Henar Álvarez - Estirando el chicle",2020-10-31T13:30:01Z,358,agSp84LuVvY,0:07:40,46950,657,21
"Antes te cerraban el chichi, con Henar Álvarez - Estirando el chicle",2020-10-30T13:30:05Z,359,S-hIaLKdbnM,0:04:03,45025,409,4
FLIPANDO con el parto de Henar Álvarez - Estirando el chicle,2020-10-29T13:30:03Z,360,wQBenUL3_EI,0:13:03,199270,4622,246
"Invierte en el HERMANO LISTO, por Henar Álvarez - Estirando el chicle",2020-10-28T13:30:01Z,361,ElU3xeetVwI,0:03:24,28120,698,11
"La conciliación laboral NO EXISTE, con Henar Álvarez - Estirando el chicle",2020-10-27T13:30:01Z,362,ITR-Jabwf1s,0:08:12,35121,685,22
"Las tetas de una madre, según Henar Álvarez - Estirando el chicle",2020-10-26T10:30:01Z,363,2AgO3zH8_V0,0:04:21,44377,469,7
SER MADRE con HENAR ÁLVAREZ | Estirando el chicle 2x02,2020-10-25T12:00:13Z,364,0khxOMsmCvY,0:59:04,454043,12835,498
Carolina Iglesias se INVENTÓ su PRIMERA VEZ - Estirando el chicle,2020-10-22T10:15:01Z,365,Rj4-b6fANak,0:03:11,12413,309,4
PORNO de VENGANZA - Estirando el chicle,2020-10-21T12:15:02Z,366,_UQHV2W191E,0:08:49,11949,294,6
La PRIMERA VEZ es una MIERDA - Estirando el chicle,2020-10-20T11:15:00Z,367,-a4wlhqjoV4,0:09:53,20311,516,25
Los límites del PORNO - Estirando el chicle,2020-10-19T09:45:00Z,368,NFLEq-zaRWs,0:06:45,61188,939,58
EL SOCARRAT DEL PORNO | Estirando el chicle 2x01,2020-10-18T11:00:13Z,369,8g7UNmbxYOc,0:57:42,186837,6668,296
RIDÍCULA - Estirando el chicle,2020-10-17T09:57:03Z,370,PjiclmoiKs4,0:00:35,16296,970,22
Cuando Victoria Martín casi SE MUERE - Estirando el chicle,2020-10-16T09:15:01Z,371,YJIcGmtvtiI,0:03:28,27747,663,10
LA PEQUE PRIMERO - Estirando el chicle,2020-10-14T10:55:31Z,372,qm6_8_fjEZU,0:00:44,12334,984,41
VUELVE ESTIRANDO EL CHICLE,2020-10-11T10:58:07Z,373,ohLya104BWk,0:01:14,26594,1295,61
NOS COLAMOS en LA SER - Estirando el chicle,2020-10-08T11:02:25Z,374,X2lbf2BWtTE,0:01:48,15032,1124,64
